Year,Country ,Country Code,Medal Type,Medals
2016,Lebanon,LBN,No Medal,9
1960,Liechtenstein,LIE,No Medal,9
2002,Liechtenstein,LIE,No Medal,9
2006,Liechtenstein,LIE,No Medal,9
1988,Sri Lanka,LKA,No Medal,9
1996,Sri Lanka,LKA,No Medal,9
2008,Sri Lanka,LKA,No Medal,9
1976,Morocco,MAR,No Medal,9
1984,Monaco,MCO,No Medal,9
2006,Monaco,MCO,No Medal,9
2002,Moldova,MDA,No Medal,9
1960,Myanmar,MMR,No Medal,9
2016,Montenegro,MNE,No Medal,9
1988,Mauritius,MUS,No Medal,9
2004,Mauritius,MUS,No Medal,9
1976,Malaysia,MYS,No Medal,9
2004,Namibia,NAM,No Medal,9
2016,Namibia,NAM,No Medal,9
1992,Nicaragua,NIC,No Medal,9
1996,Nicaragua,NIC,No Medal,9
1948,Netherlands,NLD,Bronze,9
1992,Netherlands,NLD,Bronze,9
2004,Netherlands,NLD,Bronze,9
2014,Netherlands,NLD,Bronze,9
2000,Netherlands,NLD,Silver,9
2004,Netherlands,NLD,Silver,9
1920,Norway,NOR,Bronze,9
1924,Norway,NOR,Bronze,9
2006,Norway,NOR,Bronze,9
1924,Norway,NOR,Gold,9
1992,Norway,NOR,Gold,9
2010,Norway,NOR,Gold,9
1924,Norway,NOR,Silver,9
1992,Norway,NOR,Silver,9
1998,Norway,NOR,Silver,9
1980,Nepal,NPL,No Medal,9
2016,New Zealand,NZL,Silver,9
1988,Oman,OMN,No Medal,9
1996,Pakistan,PAK,No Medal,9
1988,Panama,PAN,No Medal,9
1996,Panama,PAN,No Medal,9
2008,Papua New Guinea,PNG,No Medal,9
1972,Poland,POL,Bronze,9
1988,Poland,POL,Bronze,9
1956,Puerto Rico,PRI,No Medal,9
1936,Portugal,PRT,No Medal,9
2000,Romania,ROU,Bronze,9
1976,Romania,ROU,Silver,9
1984,Russia,RUS,Bronze,9
2014,Russia,RUS,Bronze,9
1998,Russia,RUS,Gold,9
1984,Sudan,SDN,No Medal,9
1968,Senegal,SEN,No Medal,9
2004,El Salvador,SLV,No Medal,9
1976,San Marino,SMR,No Medal,9
1988,Suriname,SUR,No Medal,9
1932,Sweden,SWE,Bronze,9
1988,Sweden,SWE,Bronze,9
1928,Sweden,SWE,Gold,9
1956,Sweden,SWE,Silver,9
1996,Seychelles,SYC,No Medal,9
2000,Seychelles,SYC,No Medal,9
2008,Seychelles,SYC,No Medal,9
1992,Syria,SYR,No Medal,9
2004,Tajikistan,TJK,No Medal,9
2008,Turkmenistan,TKM,No Medal,9
2016,Turkmenistan,TKM,No Medal,9
1964,Trinidad,TTO,No Medal,9
1988,Trinidad,TTO,No Medal,9
2010,Turkey,TUR,No Medal,9
1988,Tanzania,TZA,No Medal,9
1992,Uganda,UGA,No Medal,9
1996,Uganda,UGA,No Medal,9
2004,Ukraine,UKR,Bronze,9
2012,Ukraine,UKR,Bronze,9
1996,Ukraine,UKR,Gold,9
1976,Uruguay,URY,No Medal,9
2006,USA,USA,Gold,9
2010,USA,USA,Gold,9
2014,USA,USA,Gold,9
2006,USA,USA,Silver,9
1984,"Virgin Islands, British",VGB,No Medal,9
1972,"Virgin Islands, US",VIR,No Medal,9
2004,"Virgin Islands, US",VIR,No Medal,9
1984,Samoa,WSM,No Medal,9
2012,Samoa,WSM,No Medal,9
2016,Samoa,WSM,No Medal,9
2006,South Africa,ZAF,No Medal,9
1988,Aruba,ABW,No Medal,10
2012,Angola,AGO,No Medal,10
2016,Angola,AGO,No Medal,10
2014,Andorra,AND,No Medal,10
2016,United Arab Emirates,ARE,No Medal,10
2014,Argentina,ARG,No Medal,10
1964,Australia,AUS,Bronze,10
2016,Australia,AUS,Bronze,10
2002,Austria,AUT,Bronze,10
2016,Azerbaijan,AZE,Bronze,10
2014,Belgium,BEL,No Medal,10
1988,Bulgaria,BGR,Gold,10
1972,Bulgaria,BGR,Silver,10
1992,Bahrain,BHR,No Medal,10
2004,Bahrain,BHR,No Medal,10
2000,Bosnia and Herzegovina,BIH,No Medal,10
1992,Belize,BLZ,No Medal,10
1984,Bermuda,BMU,No Medal,10
2016,Boliva,BOL,No Medal,10
1968,Barbados,BRB,No Medal,10
2008,Barbados,BRB,No Medal,10
1908,Canada,CAN,Bronze,10
2014,Canada,CAN,Gold,10
2006,Canada,CAN,Silver,10
2014,Canada,CAN,Silver,10
2006,Chile,CHL,No Medal,10
1984,Curacao,CUW,No Medal,10
1980,Czech Republic,CZE,Bronze,10
2010,Germany,DEU,Gold,10
2008,Germany,DEU,Silver,10
2016,Germany,DEU,Silver,10
1976,Dominican Republic,DOM,No Medal,10
1956,Spain,ESP,No Medal,10
2008,Spain,ESP,Silver,10
2012,Spain,ESP,Silver,10
1956,Ethiopia,ETH,No Medal,10
2008,Ethiopia,ETH,No Medal,10
1928,Finland,FIN,Bronze,10
1928,Finland,FIN,Gold,10
1920,Finland,FIN,Silver,10
2016,France,FRA,Gold,10
1906,France,FRA,Silver,10
1992,France,FRA,Silver,10
1912,UK,GBR,Gold,10
1988,UK,GBR,Silver,10
2000,UK,GBR,Silver,10
1980,Guinea,GIN,No Medal,10
1896,Greece,GRC,Gold,10
2010,Greece,GRC,No Medal,10
2014,Greece,GRC,No Medal,10
1972,Guatemala,GTM,No Medal,10
2012,Honduras,HND,No Medal,10
1998,Croatia,HRV,No Medal,10
2016,Haiti,HTI,No Medal,10
1996,Hungary,HUN,Bronze,10
1936,Hungary,HUN,Gold,10
1948,Hungary,HUN,Gold,10
1964,Hungary,HUN,Gold,10
1968,Hungary,HUN,Gold,10
1952,Hungary,HUN,Silver,10
1956,Hungary,HUN,Silver,10
1968,Hungary,HUN,Silver,10
1976,India,IND,No Medal,10
1948,Italy,ITA,Bronze,10
1964,Italy,ITA,Bronze,10
2008,Italy,ITA,Bronze,10
1948,Italy,ITA,Gold,10
1964,Italy,ITA,Gold,10
1992,Italy,ITA,Gold,10
2004,Italy,ITA,Gold,10
1956,Italy,ITA,Silver,10
1960,Italy,ITA,Silver,10
1996,Italy,ITA,Silver,10
1936,Japan,JPN,Bronze,10
1976,Japan,JPN,Bronze,10
1984,Japan,JPN,Gold,10
1992,Japan,JPN,Silver,10
2016,Kazakhstan,KAZ,Bronze,10
1956,Kenya,KEN,No Medal,10
1964,Cambodia,KHM,No Medal,10
2000,South Korea,KOR,Bronze,10
1988,South Korea,KOR,Silver,10
2000,South Korea,KOR,Silver,10
2008,South Korea,KOR,Silver,10
2000,Kuwait,KWT,No Medal,10
2012,Lebanon,LBN,No Medal,10
1988,Liberia,LBR,No Medal,10
1968,Liechtenstein,LIE,No Medal,10
2016,Sri Lanka,LKA,No Medal,10
2010,Lithuania,LTU,No Medal,10
2004,Luxembourg,LUX,No Medal,10
1964,Morocco,MAR,No Medal,10
2010,Moldova,MDA,No Medal,10
1972,Madagascar,MDG,No Medal,10
1996,Madagascar,MDG,No Medal,10
2000,Madagascar,MDG,No Medal,10
1996,Malta,MLT,No Medal,10
2008,Mauritius,MUS,No Medal,10
2012,Mauritius,MUS,No Medal,10
2008,Namibia,NAM,No Medal,10
1972,Nicaragua,NIC,No Medal,10
1996,Netherlands,NLD,Bronze,10
1928,Netherlands,NLD,Silver,10
2014,Norway,NOR,Bronze,10
1920,Norway,NOR,Gold,10
1952,Norway,NOR,Gold,10
1906,Norway,NOR,No Medal,10
1920,Norway,NOR,Silver,10
1994,Norway,NOR,Silver,10
2002,New Zealand,NZL,No Medal,10
2006,New Zealand,NZL,No Medal,10
1964,Panama,PAN,No Medal,10
1984,Panama,PAN,No Medal,10
1964,Poland,POL,Bronze,10
1992,Poland,POL,Bronze,10
1964,North Korea,PRK,No Medal,10
1988,North Korea,PRK,No Medal,10
2012,Paraguay,PRY,No Medal,10
1988,Qatar,QAT,No Medal,10
1992,Qatar,QAT,No Medal,10
1996,Qatar,QAT,No Medal,10
1984,Russia,RUS,Silver,10
2016,Saudi Arabia,SAU,No Medal,10
1960,Sudan,SDN,No Medal,10
1996,Sierra Leone,SLE,No Medal,10
1996,El Salvador,SLV,No Medal,10
2000,El Salvador,SLV,No Medal,10
2016,El Salvador,SLV,No Medal,10
1980,San Marino,SMR,No Medal,10
2006,Serbia,SRB,No Medal,10
1956,Sweden,SWE,Bronze,10
1956,Sweden,SWE,Gold,10
2004,Seychelles,SYC,No Medal,10
2016,Seychelles,SYC,No Medal,10
2012,Syria,SYR,No Medal,10
2004,Turkmenistan,TKM,No Medal,10
2012,Turkmenistan,TKM,No Medal,10
1976,Trinidad,TTO,No Medal,10
1972,Tunisia,TUN,No Medal,10
2014,Turkey,TUR,No Medal,10
2004,Uganda,UGA,No Medal,10
2008,Uganda,UGA,No Medal,10
2000,Ukraine,UKR,Bronze,10
2000,Ukraine,UKR,Silver,10
1924,Uruguay,URY,No Medal,10
2002,USA,USA,Gold,10
1992,Vietnam,VNM,No Medal,10
2004,Vietnam,VNM,No Medal,10
1980,Afghanistan,AFG,No Medal,11
1992,Andorra,AND,No Medal,11
1994,Argentina,ARG,No Medal,11
2010,Argentina,ARG,No Medal,11
1976,Antigua,ATG,No Medal,11
1992,Australia,AUS,Bronze,11
2016,Australia,AUS,Silver,11
1984,Bulgaria,BGR,No Medal,11
2008,Bahrain,BHR,No Medal,11
2012,Bahrain,BHR,No Medal,11
2004,Bosnia and Herzegovina,BIH,No Medal,11
2000,Belarus,BLR,Bronze,11
1976,Bermuda,BMU,No Medal,11
2004,Boliva,BOL,No Medal,11
1976,Barbados,BRB,No Medal,11
2016,Barbados,BRB,No Medal,11
2008,Botswana,BWA,No Medal,11
1996,Canada,CAN,Silver,11
1984,Swaziland,CHE,No Medal,11
1988,Swaziland,CHE,No Medal,11
1960,Chile,CHL,No Medal,11
1976,Chile,CHL,No Medal,11
1988,China,CHN,Silver,11
2012,Costa Rica,CRI,No Medal,11
2016,Costa Rica,CRI,No Medal,11
1992,Cuba,CUB,Bronze,11
2004,Cuba,CUB,Bronze,11
2008,Cuba,CUB,Bronze,11
2000,Cuba,CUB,Gold,11
2000,Cuba,CUB,Silver,11
2008,Cuba,CUB,Silver,11
2012,Cyprus,CYP,No Medal,11
1928,Germany,DEU,Gold,11
2006,Germany,DEU,Gold,11
2012,Germany,DEU,Gold,11
1900,Denmark,DNK,No Medal,11
2000,Ecuador,ECU,No Medal,11
1920,Egypt,EGY,No Medal,11
1928,Egypt,EGY,No Medal,11
2004,Spain,ESP,Silver,11
1964,Ethiopia,ETH,No Medal,11
1992,Ethiopia,ETH,No Medal,11
2000,Ethiopia,ETH,No Medal,11
1948,Finland,FIN,Silver,11
2000,France,FRA,Bronze,11
1968,France,FRA,Gold,11
1992,France,FRA,Gold,11
2004,France,FRA,Gold,11
2012,France,FRA,Gold,11
2012,France,FRA,Silver,11
1956,UK,GBR,Bronze,11
1924,UK,GBR,Gold,11
2000,UK,GBR,Gold,11
1900,UK,GBR,Silver,11
1928,UK,GBR,Silver,11
1984,UK,GBR,Silver,11
1960,Ghana,GHA,No Medal,11
1992,Guinea,GIN,No Medal,11
1998,Greece,GRC,No Medal,11
1988,Hungary,HUN,Gold,11
1992,Hungary,HUN,Gold,11
1980,Hungary,HUN,Silver,11
1956,Indonesia,IDN,No Medal,11
1976,Indonesia,IDN,No Medal,11
1936,India,IND,No Medal,11
1984,Iraq,IRQ,No Medal,11
1972,Italy,ITA,Bronze,11
2004,Italy,ITA,Bronze,11
2012,Italy,ITA,Bronze,11
1964,Italy,ITA,Silver,11
1992,Italy,ITA,Silver,11
2004,Italy,ITA,Silver,11
1968,Japan,JPN,Gold,11
1956,Japan,JPN,Silver,11
1988,South Korea,KOR,Bronze,11
2012,Kuwait,KWT,No Medal,11
1994,Liechtenstein,LIE,No Medal,11
1992,Luxembourg,LUX,No Medal,11
2012,Luxembourg,LUX,No Medal,11
1936,Mexico,MEX,No Medal,11
1956,Myanmar,MMR,No Medal,11
1964,Myanmar,MMR,No Medal,11
1984,Mozambique,MOZ,No Medal,11
2016,Mauritius,MUS,No Medal,11
1960,Malaysia,MYS,No Medal,11
1992,Malaysia,MYS,No Medal,11
1964,Nigeria,NGA,No Medal,11
1912,Netherlands,NLD,No Medal,11
2014,Norway,NOR,Gold,11
1928,New Zealand,NZL,No Medal,11
1980,New Zealand,NZL,No Medal,11
1972,Pakistan,PAK,No Medal,11
1992,Pakistan,PAK,No Medal,11
2000,Pakistan,PAK,No Medal,11
2004,Pakistan,PAK,No Medal,11
2012,Philippines,PHL,No Medal,11
1996,Papua New Guinea,PNG,No Medal,11
1968,Poland,POL,Bronze,11
1988,Paraguay,PRY,No Medal,11
2016,Paraguay,PRY,No Medal,11
2012,Qatar,QAT,No Medal,11
2000,Romania,ROU,Gold,11
1988,Romania,ROU,Silver,11
1994,Russia,RUS,Gold,11
2014,Russia,RUS,Silver,11
1972,Saudi Arabia,SAU,No Medal,11
1984,Saudi Arabia,SAU,No Medal,11
2008,Saudi Arabia,SAU,No Medal,11
2016,Senegal,SEN,No Medal,11
2012,El Salvador,SLV,No Medal,11
1996,Suriname,SUR,No Medal,11
1908,Sweden,SWE,Bronze,11
1932,Sweden,SWE,Gold,11
1988,Thailand,THA,No Medal,11
1960,Trinidad,TTO,No Medal,11
1924,Turkey,TUR,No Medal,11
1960,Uganda,UGA,No Medal,11
1980,Uganda,UGA,No Medal,11
2012,Uganda,UGA,No Medal,11
1984,Uruguay,URY,No Medal,11
2012,Uruguay,URY,No Medal,11
2002,USA,USA,Bronze,11
1896,USA,USA,Gold,11
1996,"Virgin Islands, US",VIR,No Medal,11
1988,Samoa,WSM,No Medal,11
1988,Zambia,ZMB,No Medal,11
1992,Zambia,ZMB,No Medal,11
2008,Zimbabwe,ZWE,No Medal,11
2008,Albania,ALB,No Medal,12
1984,Australia,AUS,Bronze,12
2012,Australia,AUS,Bronze,12
1932,Australia,AUS,No Medal,12
1932,Belgium,BEL,No Medal,12
1920,Belgium,BEL,Silver,12
1924,Bulgaria,BGR,No Medal,12
1988,Bulgaria,BGR,Silver,12
1968,Bahamas,BHS,No Medal,12
1996,Bosnia and Herzegovina,BIH,No Medal,12
2014,Bosnia and Herzegovina,BIH,No Medal,12
1988,Bermuda,BMU,No Medal,12
2012,Canada,CAN,Bronze,12
1984,Canada,CAN,Gold,12
1904,Canada,CAN,No Medal,12
1924,Chile,CHL,No Medal,12
2014,Chile,CHL,No Medal,12
1988,China,CHN,Bronze,12
1996,China,CHN,Bronze,12
1948,China,CHN,No Medal,12
1968,China,CHN,No Medal,12
1972,Cameroon,CMR,No Medal,12
1996,Costa Rica,CRI,No Medal,12
1960,Germany,DEU,Bronze,12
1998,Germany,DEU,Gold,12
2002,Germany,DEU,Gold,12
1932,Germany,DEU,Silver,12
2006,Germany,DEU,Silver,12
1924,Egypt,EGY,No Medal,12
2004,Ethiopia,ETH,No Medal,12
1956,Finland,FIN,Bronze,12
1984,Finland,FIN,Bronze,12
1932,France,FRA,Gold,12
1896,France,FRA,No Medal,12
1928,France,FRA,Silver,12
1964,France,FRA,Silver,12
1900,UK,GBR,Bronze,12
1960,UK,GBR,Bronze,12
1992,UK,GBR,Bronze,12
2004,UK,GBR,Bronze,12
1896,UK,GBR,No Medal,12
1906,UK,GBR,Silver,12
1964,UK,GBR,Silver,12
1992,Ghana,GHA,No Medal,12
2016,Ghana,GHA,No Medal,12
1932,Greece,GRC,No Medal,12
2008,Guatemala,GTM,No Medal,12
1984,Guyana,GUY,No Medal,12
1948,Hungary,HUN,Bronze,12
1968,Hungary,HUN,Bronze,12
1992,Hungary,HUN,Silver,12
1956,Ireland,IRL,No Medal,12
1968,Iran,IRN,No Medal,12
1964,Israel,ISR,No Medal,12
1932,Italy,ITA,Bronze,12
1984,Italy,ITA,Bronze,12
1992,Italy,ITA,Bronze,12
1996,Italy,ITA,Bronze,12
1932,Italy,ITA,Gold,12
1932,Italy,ITA,Silver,12
1948,Italy,ITA,Silver,12
2016,Italy,ITA,Silver,12
1984,Jordan,JOR,No Medal,12
2004,Japan,JPN,Bronze,12
2016,Japan,JPN,Gold,12
1992,South Korea,KOR,Bronze,12
1988,South Korea,KOR,Gold,12
2004,South Korea,KOR,Silver,12
1948,Lebanon,LBN,No Medal,12
1998,Liechtenstein,LIE,No Medal,12
1994,Lithuania,LTU,No Medal,12
2002,Lithuania,LTU,No Medal,12
1988,Monaco,MCO,No Medal,12
1988,Mozambique,MOZ,No Medal,12
1984,Malaysia,MYS,No Medal,12
1960,Nigeria,NGA,No Medal,12
2000,Netherlands,NLD,Gold,12
2002,Norway,NOR,Gold,12
2014,New Zealand,NZL,No Medal,12
2000,Peru,PER,No Medal,12
2016,Philippines,PHL,No Medal,12
1984,Papua New Guinea,PNG,No Medal,12
1960,Poland,POL,Bronze,12
1992,Paraguay,PRY,No Medal,12
1988,Saudi Arabia,SAU,No Medal,12
2004,Saudi Arabia,SAU,No Medal,12
1972,Singapore,SGP,No Medal,12
1992,Sierra Leone,SLE,No Medal,12
1972,El Salvador,SLV,No Medal,12
1924,Sweden,SWE,Bronze,12
1952,Sweden,SWE,Gold,12
1968,Uganda,UGA,No Medal,12
1996,Ukraine,UKR,Bronze,12
1972,Uruguay,URY,No Medal,12
2008,Uruguay,URY,No Medal,12
1908,USA,USA,Bronze,12
2014,USA,USA,Bronze,12
1906,USA,USA,Gold,12
1908,USA,USA,Silver,12
2000,"Virgin Islands, US",VIR,No Medal,12
1988,Vietnam,VNM,No Medal,12
1988,Yemen,YEM,No Medal,12
1972,Zambia,ZMB,No Medal,12
1960,Afghanistan,AFG,No Medal,13
2006,Argentina,ARG,No Medal,13
1956,Australia,AUS,Gold,13
1932,Austria,AUT,No Medal,13
1988,Bulgaria,BGR,Bronze,13
1972,Bahamas,BHS,No Medal,13
1976,Bahamas,BHS,No Medal,13
1992,Bahamas,BHS,No Medal,13
1992,Bosnia and Herzegovina,BIH,No Medal,13
1948,Bermuda,BMU,No Medal,13
2014,Brazil,BRA,No Medal,13
1972,Barbados,BRB,No Medal,13
1992,Swaziland,CHE,No Medal,13
1972,China,CHN,No Medal,13
1996,Cameroon,CMR,No Medal,13
2000,Cameroon,CMR,No Medal,13
2016,Cameroon,CMR,No Medal,13
1960,Colombia,COL,No Medal,13
1984,Cyprus,CYP,No Medal,13
1964,Germany,DEU,Gold,13
2000,Germany,DEU,Gold,13
2004,Germany,DEU,Gold,13
1912,Germany,DEU,Silver,13
1956,Germany,DEU,Silver,13
2010,Germany,DEU,Silver,13
1998,Denmark,DNK,No Medal,13
1992,Dominican Republic,DOM,No Medal,13
2000,Dominican Republic,DOM,No Medal,13
1980,Ecuador,ECU,No Medal,13
1992,Spain,ESP,Gold,13
1968,Ethiopia,ETH,No Medal,13
1924,Finland,FIN,Bronze,13
1932,Finland,FIN,Bronze,13
2016,Fiji,FJI,No Medal,13
1920,France,FRA,Bronze,13
2004,France,FRA,Bronze,13
2012,France,FRA,Bronze,13
1948,France,FRA,Gold,13
2000,France,FRA,Gold,13
1920,UK,GBR,Bronze,13
2008,UK,GBR,Silver,13
1988,Ghana,GHA,No Medal,13
2000,Ghana,GHA,No Medal,13
1906,Greece,GRC,Bronze,13
1976,Hungary,HUN,Bronze,13
1972,Hungary,HUN,Silver,13
1924,India,IND,No Medal,13
1968,India,IND,No Medal,13
1988,Iraq,IRQ,No Medal,13
2000,Italy,ITA,Bronze,13
1960,Italy,ITA,Gold,13
1996,Italy,ITA,Gold,13
2000,Italy,ITA,Gold,13
1936,Italy,ITA,Silver,13
1948,Jamaica,JAM,No Medal,13
1960,Kenya,KEN,No Medal,13
2008,South Korea,KOR,Gold,13
2012,South Korea,KOR,Gold,13
1976,Kuwait,KWT,No Medal,13
1998,Lithuania,LTU,No Medal,13
2006,Lithuania,LTU,No Medal,13
1900,Netherlands,NLD,No Medal,13
1976,Panama,PAN,No Medal,13
2008,Peru,PER,No Medal,13
1976,Poland,POL,Bronze,13
1984,Poland,POL,No Medal,13
1960,Puerto Rico,PRI,No Medal,13
1928,Portugal,PRT,No Medal,13
2000,Qatar,QAT,No Medal,13
1980,Romania,ROU,Bronze,13
2014,Russia,RUS,Gold,13
1976,Saudi Arabia,SAU,No Medal,13
1992,Saudi Arabia,SAU,No Medal,13
1996,Saudi Arabia,SAU,No Medal,13
2000,Saudi Arabia,SAU,No Medal,13
2012,Saudi Arabia,SAU,No Medal,13
1956,Singapore,SGP,No Medal,13
1928,Sweden,SWE,Bronze,13
1936,Sweden,SWE,Bronze,13
1952,Sweden,SWE,Silver,13
1984,Sweden,SWE,Silver,13
1988,Syria,SYR,No Medal,13
1996,Trinidad,TTO,No Medal,13
1992,Tunisia,TUN,No Medal,13
2000,Uganda,UGA,No Medal,13
2010,USA,USA,Bronze,13
2002,USA,USA,Silver,13
1932,South Africa,ZAF,No Medal,13
1964,Zambia,ZMB,No Medal,13
2016,Zimbabwe,ZWE,No Medal,13
1980,Angola,AGO,No Medal,14
1956,Australia,AUS,Bronze,14
2008,Australia,AUS,Gold,14
1912,Australia,AUS,No Medal,14
1900,Austria,AUT,No Medal,14
1920,Belgium,BEL,Bronze,14
1984,Boliva,BOL,No Medal,14
1988,Boliva,BOL,No Medal,14
1932,Canada,CAN,Bronze,14
2010,Canada,CAN,Gold,14
2000,China,CHN,Bronze,14
2004,China,CHN,Bronze,14
2004,Cameroon,CMR,No Medal,14
1992,Democratic Republic of the Congo,COD,No Medal,14
1992,Democratic Republic of the Congo,COG,No Medal,14
1992,Cuba,CUB,Gold,14
1908,Czech Republic,CZE,No Medal,14
2012,Germany,DEU,Bronze,14
1984,Ecuador,ECU,No Medal,14
1994,Spain,ESP,No Medal,14
2012,Ethiopia,ETH,No Medal,14
1996,Fiji,FJI,No Medal,14
2016,France,FRA,Bronze,14
1924,France,FRA,Gold,14
1924,France,FRA,Silver,14
2000,France,FRA,Silver,14
1924,UK,GBR,Bronze,14
1920,UK,GBR,Gold,14
1906,Greece,GRC,Silver,14
2000,Guatemala,GTM,No Medal,14
2010,Croatia,HRV,No Medal,14
1976,Haiti,HTI,No Medal,14
2008,Indonesia,IDN,No Medal,14
1964,Iraq,IRQ,No Medal,14
2016,Iceland,ISL,No Medal,14
1972,Israel,ISR,No Medal,14
1960,Italy,ITA,Bronze,14
1920,Italy,ITA,Gold,14
1980,Jamaica,JAM,No Medal,14
1984,Japan,JPN,Bronze,14
1972,Japan,JPN,Gold,14
1920,Japan,JPN,No Medal,14
2012,Japan,JPN,Silver,14
1972,Cambodia,KHM,No Medal,14
1992,South Korea,KOR,Gold,14
1952,South Korea,KOR,No Medal,14
1928,Lithuania,LTU,No Medal,14
1988,Luxembourg,LUX,No Medal,14
2016,Luxembourg,LUX,No Medal,14
1956,Malaysia,MYS,No Medal,14
1968,Malaysia,MYS,No Medal,14
1932,New Zealand,NZL,No Medal,14
1984,Oman,OMN,No Medal,14
1984,Pakistan,PAK,No Medal,14
1988,Pakistan,PAK,No Medal,14
2016,Panama,PAN,No Medal,14
1988,Peru,PER,No Medal,14
2004,Peru,PER,No Medal,14
2012,Peru,PER,No Medal,14
1952,Philippines,PHL,No Medal,14
1980,Poland,POL,Silver,14
2004,Qatar,QAT,No Medal,14
2008,Qatar,QAT,No Medal,14
1976,Romania,ROU,Bronze,14
1988,Sierra Leone,SLE,No Medal,14
2008,El Salvador,SLV,No Medal,14
2014,Serbia,SRB,No Medal,14
1952,Sweden,SWE,Bronze,14
1924,Sweden,SWE,Silver,14
1948,Sweden,SWE,Silver,14
1956,Thailand,THA,No Medal,14
2008,Tajikistan,TJK,No Medal,14
1968,Trinidad,TTO,No Medal,14
1984,Trinidad,TTO,No Medal,14
1988,Tunisia,TUN,No Medal,14
2006,Turkey,TUR,No Medal,14
1984,Tanzania,TZA,No Medal,14
1964,Uganda,UGA,No Medal,14
2016,Uganda,UGA,No Medal,14
1952,Uruguay,URY,No Medal,14
1988,Uruguay,URY,No Medal,14
1996,Uruguay,URY,No Medal,14
2016,Uruguay,URY,No Medal,14
1964,Vietnam,VNM,No Medal,14
2010,Andorra,AND,No Medal,15
1988,United Arab Emirates,ARE,No Medal,15
2002,Armenia,ARM,No Medal,15
1992,Antigua,ATG,No Medal,15
2008,Australia,AUS,Silver,15
1906,Belgium,BEL,No Medal,15
1988,Bahamas,BHS,No Medal,15
2012,Bahamas,BHS,No Medal,15
1924,Brazil,BRA,No Medal,15
2004,Barbados,BRB,No Medal,15
2016,Canada,CAN,Bronze,15
1992,China,CHN,Bronze,15
1984,China,CHN,Gold,15
2008,Cameroon,CMR,No Medal,15
1988,Democratic Republic of the Congo,COD,No Medal,15
1988,Democratic Republic of the Congo,COG,No Medal,15
1960,Cuba,CUB,No Medal,15
1988,Cyprus,CYP,No Medal,15
1932,Czech Republic,CZE,No Medal,15
2008,Germany,DEU,Bronze,15
2016,Germany,DEU,Bronze,15
1988,Dominican Republic,DOM,No Medal,15
1984,Algeria,DZA,No Medal,15
1988,Ecuador,ECU,No Medal,15
1992,Ecuador,ECU,No Medal,15
2004,Ecuador,ECU,No Medal,15
2006,Spain,ESP,No Medal,15
1952,Finland,FIN,Bronze,15
1920,Finland,FIN,Gold,15
1924,France,FRA,Bronze,15
1996,France,FRA,Bronze,15
1906,France,FRA,Gold,15
1996,France,FRA,Gold,15
1912,UK,GBR,Silver,15
1924,UK,GBR,Silver,15
1996,Ghana,GHA,No Medal,15
1956,Greece,GRC,No Medal,15
1988,Honduras,HND,No Medal,15
1980,Hungary,HUN,Bronze,15
1956,Iran,IRN,No Medal,15
1996,Iran,IRN,No Medal,15
1960,Iceland,ISL,No Medal,15
1996,Iceland,ISL,No Medal,15
1992,Japan,JPN,Bronze,15
2004,Kenya,KEN,No Medal,15
2012,Kyrgyzstan,KGZ,No Medal,15
1980,South Korea,KOR,No Medal,15
1996,South Korea,KOR,Silver,15
1968,Lebanon,LBN,No Medal,15
1984,Liechtenstein,LIE,No Medal,15
2000,Sri Lanka,LKA,No Medal,15
1992,Madagascar,MDG,No Medal,15
1924,Mexico,MEX,No Medal,15
1996,Mongolia,MNG,No Medal,15
1988,Malaysia,MYS,No Medal,15
1968,Nicaragua,NIC,No Medal,15
1998,Netherlands,NLD,No Medal,15
1988,Papua New Guinea,PNG,No Medal,15
1980,Poland,POL,Bronze,15
1924,Portugal,PRT,No Medal,15
1984,Paraguay,PRY,No Medal,15
1972,Sudan,SDN,No Medal,15
2000,Senegal,SEN,No Medal,15
1984,El Salvador,SLV,No Medal,15
1900,Sweden,SWE,No Medal,15
1980,Seychelles,SYC,No Medal,15
1984,Seychelles,SYC,No Medal,15
2012,Tajikistan,TJK,No Medal,15
2008,Ukraine,UKR,Bronze,15
1936,Uruguay,URY,No Medal,15
1960,Uruguay,URY,No Medal,15
1992,Uruguay,URY,No Medal,15
2000,Uruguay,URY,No Medal,15
1936,USA,USA,Bronze,15
2010,USA,USA,Silver,15
1988,Venezuela,VEN,No Medal,15
1908,South Africa,ZAF,No Medal,15
1964,Zimbabwe,ZWE,No Medal,15
1996,Zimbabwe,ZWE,No Medal,15
2000,Australia,AUS,Gold,16
1920,Australia,AUS,No Medal,16
2004,Australia,AUS,Silver,16
2012,Australia,AUS,Silver,16
1920,Belgium,BEL,Gold,16
1980,Bulgaria,BGR,Silver,16
1996,Bahamas,BHS,No Medal,16
2000,Bahamas,BHS,No Medal,16
1964,Brazil,BRA,No Medal,16
1984,Barbados,BRB,No Medal,16
1992,Central African Republic,CAF,No Medal,16
1912,Chile,CHL,No Medal,16
1964,Chile,CHL,No Medal,16
1992,Chile,CHL,No Medal,16
1992,China,CHN,Gold,16
2000,China,CHN,Silver,16
2012,Cameroon,CMR,No Medal,16
1956,Cuba,CUB,No Medal,16
1996,Cyprus,CYP,No Medal,16
1960,Germany,DEU,Gold,16
2008,Germany,DEU,Gold,16
